date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:20:03	11053/11053	---MCZ	200	added ('OK')	text/css	date:Sat,%2030%20Dec%202023%2021:05:52%20GMT	https://www.studiowebsite.com.br/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min.css?ver=3.18.1	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min110d.css	(from https://www.studiowebsite.com.br/)
00:20:03	175808/175808	---MCZ	200	added ('OK')	text/css	date:Mon,%2006%20May%202024%2010:13:16%20GMT	https://www.studiowebsite.com.br/wp-content/uploads/elementor/css/post-106.css?ver=1714990396	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/uploads/elementor/css/post-1062006.css	(from https://www.studiowebsite.com.br/)
00:20:03	928/928	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%224b9696c24b39fb59dea1860c6f888fe6-br%22	https://www.studiowebsite.com.br/comments/feed/	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/comments/feed/index.html	(from https://www.studiowebsite.com.br/)
00:20:04	5756/5756	---MCZ	200	added ('OK')	text/css	date:Sat,%2030%20Dec%202023%2021:08:06%20GMT	https://www.studiowebsite.com.br/wp-content/themes/hello-elementor/style.min.css?ver=2.9.0	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/themes/hello-elementor/style.min5b0a.css	(from https://www.studiowebsite.com.br/)
00:20:04	12439/12439	---MCZ	200	added ('OK')	text/css	date:Sat,%2030%20Dec%202023%2021:08:06%20GMT	https://www.studiowebsite.com.br/wp-content/themes/hello-elementor/theme.min.css?ver=2.9.0	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/themes/hello-elementor/theme.min5b0a.css	(from https://www.studiowebsite.com.br/)
00:20:04	121474/121474	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2012:33:54%20GMT	https://www.studiowebsite.com.br/wp-content/plugins/jeg-elementor-kit/assets/fonts/jkiticon/jkiticon.css?ver=2.6.5	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/plugins/jeg-elementor-kit/assets/fonts/jkiticon/jkiticon6770.css	(from https://www.studiowebsite.com.br/)
00:20:04	87553/87553	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2030%20Dec%202023%2021:17:36%20GMT	https://www.studiowebsite.com.br/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-includes/js/jquery/jquery.minf43b.js	(from https://www.studiowebsite.com.br/)
00:20:04	13577/13577	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2030%20Dec%202023%2021:17:36%20GMT	https://www.studiowebsite.com.br/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://www.studiowebsite.com.br/)
00:20:07	275670/275670	---MCZ	200	added ('OK')	application/json	date:Fri,%2010%20May%202024%2003:20:07%20GMT	https://www.studiowebsite.com.br/wp-json/	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-json/index.html	(from https://www.studiowebsite.com.br/)
00:20:07	100698/100698	---MCZ	200	added ('OK')	application/json	date:Fri,%2010%20May%202024%2003:20:08%20GMT	https://www.studiowebsite.com.br/wp-json/wp/v2/pages/106	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-json/wp/v2/pages/106.json	(from https://www.studiowebsite.com.br/)
00:20:08	858/858	---MCZ	200	added ('OK')	text/xml	date:Fri,%2010%20May%202024%2003:20:08%20GMT	https://www.studiowebsite.com.br/xmlrpc.php?rsd	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/xmlrpc0db0.php	(from https://www.studiowebsite.com.br/)
00:20:08	2559/2559	---MCZ	200	added ('OK')	application/json	date:Fri,%2010%20May%202024%2003:20:09%20GMT	https://www.studiowebsite.com.br/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.studiowebsite.com.br%2F	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-json/oembed/1.0/embeda81b.json	(from https://www.studiowebsite.com.br/)
00:20:09	2736/2736	---MCZ	200	added ('OK')	text/xml	date:Fri,%2010%20May%202024%2003:20:09%20GMT	https://www.studiowebsite.com.br/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.studiowebsite.com.br%2F&format=xml	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-json/oembed/1.0/embed1bcd	(from https://www.studiowebsite.com.br/)
00:20:09	11807/11807	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2027%20Apr%202024%2011:54:58%20GMT	https://www.studiowebsite.com.br/wp-content/plugins/webp-express/js/picturefill.min.js	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/plugins/webp-express/js/picturefill.min.js	(from https://www.studiowebsite.com.br/)
00:20:10	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Fri,%2010%20May%202024%2003:20:10%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/Allsurge%20Sites/www.googletagmanager.com/gtm.135445.delayed	(from https://www.studiowebsite.com.br/)
00:20:10	474/474	---MC-	200	added ('OK')	image/webp	date:Tue,%2027%20Feb%202024%2012:06:28%20GMT	https://www.studiowebsite.com.br/wp-content/uploads/2024/01/cropped-favicon-32x32.png	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/uploads/2024/01/cropped-favicon-32x32.png	(from https://www.studiowebsite.com.br/)
00:20:10	3466/3466	---MC-	200	added ('OK')	image/webp	date:Tue,%2027%20Feb%202024%2012:06:23%20GMT	https://www.studiowebsite.com.br/wp-content/uploads/2024/01/cropped-favicon-192x192.png	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/uploads/2024/01/cropped-favicon-192x192.png	(from https://www.studiowebsite.com.br/)
00:20:11	5786/5786	---M--	200	added ('OK')	image/png	date:Tue,%2002%20Jan%202024%2011:13:41%20GMT	https://www.studiowebsite.com.br/wp-content/uploads/2024/01/cropped-favicon-180x180.png	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/uploads/2024/01/cropped-favicon-180x180.png	(from https://www.studiowebsite.com.br/)
00:20:11	3860/3860	---MC-	200	added ('OK')	image/webp	date:Sun,%2003%20Mar%202024%2013:33:30%20GMT	https://www.studiowebsite.com.br/wp-content/uploads/2024/03/Design_sem_nome__6_-removebg-preview-1.png	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/uploads/2024/03/Design_sem_nome__6_-removebg-preview-1.png	(from https://www.studiowebsite.com.br/)
00:20:11	13596/13596	---MC-	200	added ('OK')	image/webp	date:Tue,%2027%20Feb%202024%2012:06:30%20GMT	https://www.studiowebsite.com.br/wp-content/uploads/2024/01/pexels-fauxels-3184611.jpg	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/uploads/2024/01/pexels-fauxels-3184611.jpg	(from https://www.studiowebsite.com.br/)
00:20:13	313038/313038	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Dec%202023%2021:08:15%20GMT	https://www.studiowebsite.com.br/wp-content/uploads/2023/12/creative-coworkers-working-in-office-C7XHAQF.jpg	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/uploads/2023/12/creative-coworkers-working-in-office-C7XHAQF.jpg	(from https://www.studiowebsite.com.br/)
00:20:13	33444/33444	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2010%20May%202024%2003:20:14%20GMT	https://www.studiowebsite.com.br/wp-content/uploads/2023/12/dot.png	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/uploads/2023/12/dot.png	(from https://www.studiowebsite.com.br/)
00:20:14	62951914/62951914	---MC-	200	added ('OK')	video/mp4	date:Tue,%2027%20Feb%202024%2011:27:04%20GMT	https://www.studiowebsite.com.br/wp-content/uploads/2024/02/Criativo-2-YouTube_1-1-1.mp4	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/uploads/2024/02/Criativo-2-YouTube_1-1-1.mp4	(from https://www.studiowebsite.com.br/)
00:20:14	129322/129322	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Dec%202023%2021:22:15%20GMT	https://www.studiowebsite.com.br/wp-content/uploads/elementor/thumbs/creative-coworkers-working-in-office-3-qhl9n1jq4omehpm1ce9txkx3bb4ftyrn1mau8huj3c.jpg	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/uploads/elementor/thumbs/creative-coworkers-working-in-office-3-qhl9n1jq4omehpm1ce9txkx3bb4ftyrn1mau8huj3c.jpg	(from https://www.studiowebsite.com.br/)
00:20:15	271877/271877	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Dec%202023%2021:09:18%20GMT	https://www.studiowebsite.com.br/wp-content/uploads/2023/12/AutoShop-%e2%80%93-Templates-Dinamicos-%e2%80%93-Dante-Testa.png	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/uploads/2023/12/AutoShop-%e2%80%93-Templates-Dinamicos-%e2%80%93-Dante-Testa.png	(from https://www.studiowebsite.com.br/)
00:20:16	658085/658085	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Dec%202023%2021:09:21%20GMT	https://www.studiowebsite.com.br/wp-content/uploads/2023/12/CTF-BRASIL-%e2%80%93-Construtora-Incorporadora-e-Energia-1.png	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/uploads/2023/12/CTF-BRASIL-%e2%80%93-Construtora-Incorporadora-e-Energia-1.png	(from https://www.studiowebsite.com.br/)
00:20:17	426623/426623	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Dec%202023%2021:09:19%20GMT	https://www.studiowebsite.com.br/wp-content/uploads/2023/12/Chroma-Lideranca-%e2%80%93-O-seu-hub-de-lideranca-e-estrategia.png	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/uploads/2023/12/Chroma-Lideranca-%e2%80%93-O-seu-hub-de-lideranca-e-estrategia.png	(from https://www.studiowebsite.com.br/)
00:20:18	1053133/1053133	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Dec%202023%2021:09:26%20GMT	https://www.studiowebsite.com.br/wp-content/uploads/2023/12/Lig-Limp-Limpeza-%e2%80%93-Prestadora-de-Servicos-em-Geral.png	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/uploads/2023/12/Lig-Limp-Limpeza-%e2%80%93-Prestadora-de-Servicos-em-Geral.png	(from https://www.studiowebsite.com.br/)
00:20:19	464966/464966	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Dec%202023%2021:09:27%20GMT	https://www.studiowebsite.com.br/wp-content/uploads/2023/12/M-Cardoso-Industria-%e2%80%93-M-Cardoso-Industria-1.png	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/uploads/2023/12/M-Cardoso-Industria-%e2%80%93-M-Cardoso-Industria-1.png	(from https://www.studiowebsite.com.br/)
00:20:19	378351/378351	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Dec%202023%2021:09:22%20GMT	https://www.studiowebsite.com.br/wp-content/uploads/2023/12/Faxina-Residencial-%e2%80%93-Atendemos-Asa-sul-e-Asa-Norte-%e2%80%93-Faxina-Residencial-1.png	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/uploads/2023/12/Faxina-Residencial-%e2%80%93-Atendemos-Asa-sul-e-Asa-Norte-%e2%80%93-Faxina-Residencial-1.png	(from https://www.studiowebsite.com.br/)
00:20:20	418163/418163	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Dec%202023%2021:09:23%20GMT	https://www.studiowebsite.com.br/wp-content/uploads/2023/12/Fort-Engenharia-e-Projetos-%e2%80%93-Fort-Engenharia-e-Projetos.png	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/uploads/2023/12/Fort-Engenharia-e-Projetos-%e2%80%93-Fort-Engenharia-e-Projetos.png	(from https://www.studiowebsite.com.br/)
00:20:21	4722/4722	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20May%202024%2003:20:21%20GMT	https://www.studiowebsite.com.br/cdn-cgi/l/email-protection	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/cdn-cgi/l/email-protection.html	(from https://www.studiowebsite.com.br/)
00:20:21	0/0	---M--	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2012:34:06%20GMT	https://www.studiowebsite.com.br/wp-content/plugins/jeg-elementor-kit/lib/jeg-framework/assets/css/jeg-dynamic-styles.css?ver=1.3.0	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/plugins/jeg-elementor-kit/lib/jeg-framework/assets/css/jeg-dynamic-styles6f3e.css	(from https://www.studiowebsite.com.br/)
00:20:21	27017/27017	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2012:26:40%20GMT	https://www.studiowebsite.com.br/wp-content/uploads/trustindex-google-widget.css?ver=1714220800	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/uploads/trustindex-google-widget4396.css	(from https://www.studiowebsite.com.br/)
00:20:21	18468/18468	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2012:32:29%20GMT	https://www.studiowebsite.com.br/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.21.3	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/plugins/elementor/assets/lib/animations/animations.min11d9.css	(from https://www.studiowebsite.com.br/)
00:20:21	5549075/5549075	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Dec%202023%2021:09:33%20GMT	https://www.studiowebsite.com.br/wp-content/uploads/2023/12/RSI-TR1.png	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/uploads/2023/12/RSI-TR1.png	(from https://www.studiowebsite.com.br/)
00:20:21	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266352722-4d7%22	https://www.studiowebsite.com.br/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://www.studiowebsite.com.br/)
00:20:22	8171/8171	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2030%20Dec%202023%2021:17:35%20GMT	https://www.studiowebsite.com.br/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js?ver=3.1.2	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-includes/js/dist/vendor/wp-polyfill-inert.min0226.js	(from https://www.studiowebsite.com.br/)
00:20:22	6625/6625	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2030%20Dec%202023%2021:17:35%20GMT	https://www.studiowebsite.com.br/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.14.0	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-includes/js/dist/vendor/regenerator-runtime.min6c85.js	(from https://www.studiowebsite.com.br/)
00:20:22	38590/38590	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2002%20Apr%202024%2020:08:17%20GMT	https://www.studiowebsite.com.br/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://www.studiowebsite.com.br/)
00:20:22	4307/4307	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2002%20Apr%202024%2020:08:28%20GMT	https://www.studiowebsite.com.br/wp-includes/js/dist/hooks.min.js?ver=2810c76e705dd1a53b18	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-includes/js/dist/hooks.min2757.js	(from https://www.studiowebsite.com.br/)
00:20:22	9141/9141	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2002%20Apr%202024%2020:08:30%20GMT	https://www.studiowebsite.com.br/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-includes/js/dist/i18n.minc33c.js	(from https://www.studiowebsite.com.br/)
00:20:23	506/506	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2027%20Apr%202024%2011:54:46%20GMT	https://www.studiowebsite.com.br/wp-content/plugins/presto-player/src/player/player-static.js?ver=1714218886	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/plugins/presto-player/src/player/player-static9ea7.js	(from https://www.studiowebsite.com.br/)
00:20:23	53508/53508	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2027%20Apr%202024%2014:12:05%20GMT	https://www.studiowebsite.com.br/wp-content/plugins/whatsapp-for-wordpress/assets/dist/js/njt-whatsapp.js?ver=3.4.6	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/plugins/whatsapp-for-wordpress/assets/dist/js/njt-whatsapp9bf7.js	(from https://www.studiowebsite.com.br/)
00:20:23	765/765	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2027%20Apr%202024%2014:12:05%20GMT	https://www.studiowebsite.com.br/wp-content/plugins/whatsapp-for-wordpress/assets/js/whatsapp-button.js?ver=3.4.6	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/plugins/whatsapp-for-wordpress/assets/js/whatsapp-button9bf7.js	(from https://www.studiowebsite.com.br/)
00:20:23	1874/1874	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2030%20Dec%202023%2021:08:06%20GMT	https://www.studiowebsite.com.br/wp-content/themes/hello-elementor/assets/js/hello-frontend.min.js?ver=1.0.0	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/themes/hello-elementor/assets/js/hello-frontend.min8a54.js	(from https://www.studiowebsite.com.br/)
00:20:24	4997/4997	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2027%20Apr%202024%2012:32:29%20GMT	https://www.studiowebsite.com.br/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.21.3	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/plugins/elementor/assets/js/webpack.runtime.min11d9.js	(from https://www.studiowebsite.com.br/)
00:20:24	63265/63265	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2027%20Apr%202024%2012:32:18%20GMT	https://www.studiowebsite.com.br/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.21.3	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/plugins/elementor/assets/js/frontend-modules.min11d9.js	(from https://www.studiowebsite.com.br/)
00:20:24	12198/12198	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2027%20Apr%202024%2012:32:34%20GMT	https://www.studiowebsite.com.br/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://www.studiowebsite.com.br/)
00:20:24	21438/21438	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2030%20Dec%202023%2021:17:36%20GMT	https://www.studiowebsite.com.br/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-includes/js/jquery/ui/core.min3f14.js	(from https://www.studiowebsite.com.br/)
00:20:25	39972/39972	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2027%20Apr%202024%2012:32:18%20GMT	https://www.studiowebsite.com.br/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.21.3	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/plugins/elementor/assets/js/frontend.min11d9.js	(from https://www.studiowebsite.com.br/)
00:20:25	4640/4640	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2027%20Apr%202024%2012:34:02%20GMT	https://www.studiowebsite.com.br/wp-content/plugins/jeg-elementor-kit/assets/js/elements/sticky-element.js?ver=2.6.5	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/plugins/jeg-elementor-kit/assets/js/elements/sticky-element6770.js	(from https://www.studiowebsite.com.br/)
00:20:25	4095/4095	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2027%20Apr%202024%2012:34:02%20GMT	https://www.studiowebsite.com.br/wp-content/plugins/jeg-elementor-kit/assets/js/elements/nav-menu.js?ver=2.6.5	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/plugins/jeg-elementor-kit/assets/js/elements/nav-menu6770.js	(from https://www.studiowebsite.com.br/)
00:20:25	2009/2009	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2027%20Apr%202024%2012:34:02%20GMT	https://www.studiowebsite.com.br/wp-content/plugins/jeg-elementor-kit/assets/js/elements/fun-fact.js?ver=2.6.5	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/plugins/jeg-elementor-kit/assets/js/elements/fun-fact6770.js	(from https://www.studiowebsite.com.br/)
00:20:25	5520/5520	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2030%20Dec%202023%2021:17:36%20GMT	https://www.studiowebsite.com.br/wp-includes/js/imagesloaded.min.js?ver=5.0.0	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-includes/js/imagesloaded.minbb93.js	(from https://www.studiowebsite.com.br/)
00:20:26	14451/14451	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2027%20Apr%202024%2011:54:27%20GMT	https://www.studiowebsite.com.br/wp-content/plugins/powerpack-lite-for-elementor/assets/js/min/frontend.min.js?ver=2.7.19	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/plugins/powerpack-lite-for-elementor/assets/js/min/frontend.min2603.js	(from https://www.studiowebsite.com.br/)
00:20:26	39687/39687	---M-Z	200	added ('OK')	text/javascript	etag:%229b07-61805f6341062-gzip%22	https://cdn.trustindex.io/loader.js?ver=6.5.3	C:/My%20Web%20Sites/Allsurge%20Sites/cdn.trustindex.io/loaderef10.js	(from https://www.studiowebsite.com.br/)
00:20:26	434/434	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2027%20Apr%202024%2014:12:05%20GMT	https://www.studiowebsite.com.br/wp-content/plugins/whatsapp-for-wordpress/assets/js/whatsapp-popup.js?ver=6.5.3	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/plugins/whatsapp-for-wordpress/assets/js/whatsapp-popupef10.js	(from https://www.studiowebsite.com.br/)
00:20:26	0/0	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20May%202024%2003:20:27%20GMT	https://www.studiowebsite.com.br/?jkit-ajax-request=jkit_elements	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/indexe2f2.html	(from https://www.studiowebsite.com.br/)
